Direccion del viento (Pos)
E
E
NO
O
NO
NO
E
SO
E
E
NO
NO
NO
E
O
NO
E
E
E
NO
E
NO
NO
E
E
NO
SO
E
E
E
SO
E
SO
E
NO
E
NO
NO
E
E
NO
E
NO
O
O
NO
O
NO
NO
NO
NO
NO
NO
E
E
NO
E
E
E
O
E
E
E
E
NO
NO
NO
NO
NO
NO
E
E
NO
E
NO
E
NO
E
E
E
NO
E
E
E
E
E
NO
NO
E
NO
O
O
NO
NO
NO
NO
O
NO
NO
NO
NO
NO
E
SO
E
E
NO
NO
E
E
NO
NO
NO
E
E
E
NO
NO
E
SO
NO
E
SO
NO
E
E
NO
E
NO
NO
SO
E
NO
E
NE
E
E
NO
NO
E
NO
NO
NO
NO
E
NO
NO
E
NO
E
E
E
NO
E
NO
E
NO
NO
O
E
E
NO
SO
NO
E
E
E
E
NO
E
NO
E
E
NO
NO
NO
E
E
E
NO
E
E
SO
E
NO
NO
NO
NO
E
NO
E
E
NO
E
E
NO
SO
NO
NO
NO
NO
E
E
NO
NE
O
E
NO
NE
E
E
E
NO
E
E
SO
E
SO
SO
E
SO
SO
E
NO
NO
NO
E
E
NO
E
N
SO
E
E
E
NO
E
E
NO
NO
NO
NO
NO
NO
NO
E
E
SO
NO
E
NO
NO
NO
E
NO
E
E
SO
NO
E
E
E
NO
NO
E
NO
NO
SO
S
E
E
NO
E
E
NO
E
SO
S
E
E
E
NO
NO
NO
E
SE
O
NO
E
NO
NO
NO
NO
E
E
E
E
NO
NO
NO
E
E
NO
NO
NO
E
NO
E
NO
E
E
E
NO
E
NO
O
E
E
NO
E
NE
NO
E
SO
E
E
E
NO
E
O
NO
E
E
O
E
O
NO
NO
E
E
NO
E
E
NO
E
SO
E
E
E
E
E
NO
NO
E
NO
NO
O
E
NE
NO
NO
E
NO
E
NO
NO
E
E
NO
SO
NO
E
NE
NE
E
NO
E
E
NE
E
NO
O
O
NO
SO
E
NO
NO
E
E
E
E
E
NO
E
E
E
SO
NO
E
NO
NO
E
NO
NO
E
E
NO
E
N
E
E
E
SO
SO
E
NO
E
SO
E
E
E
E
E
SO
SO
E
NO
E
SO
E
NO
S
NO
NO
NO
O
NO
NO
NO
NO
NO
NO
NE
E
NO
E
NE
E
E
NO
E
SO
E
SO
SO
E
SO
NO
SO
E
E
O
E
E
NO
SO
SO
SO
E
E
SO
NE
SO
NO
E
E
O
E
E
NO
NE
NO
E
NO
E
E
E
E
E
NO
E
SO
E
NO
NO
E
NO
SO
E
E
E
NO
NO
E
E
NE
SO
E
NO
E
E
NO
SO
E
E
E
SE
E
O
O
E
NO
NO
SO
NO
NO
E
NO
NO
E
NO
NE
E
E
E
NO
E
NO
SO
E
NO
SO
E
SO
NO
NO
E
NO
NE
E
E
E
E
SO
E
E
E
O
E
E
SO
E
S
SO
NO
E
SO
SO
E
E
SO
SO
NO
NO
E
E
NO
NO
NO
NO
NO
O
E
E
E
E
NE
E
NO
E
NO
E
E
NE
E
NO
E
E
SO
E
E
SO
E
E
SO
SO
E
NO
E
E
NO
E
NO
NO
E
NO
NO
NO
NO
NO
NO
E
NO
O
NO
O
E
NO
NO
NO
NO
E
E
E
NE
NO
E
E
NO
E
NO
E
NO
E
NO
NO
E
NO
E
E
E
NO
E
O
NO
E
E
SO
NO
E
E
E
E
SO
NO
NO
E
E
NO
NO
E
NO
NO
NO
NO
E
E
E
NO
E
SO
E
E
E
NO
E
E
E
E
NO
SO
E
E
E
E
E
NO
NE
E
SO
E
E
NO
E
E
E
NO
E
NO
NO
SE
E
E
NE
NO
O
NO
SO
O
NO
NO
E
NO
SE
E
E
NO
SO
E
NO
NO
NO
E
NE
NO
E
E
E
E
E
E
SO
E
SO
NO
SO
E
E
SO
E
E
E
E
NO
E
E
E
NO
O
E
E
SO
SO
O
NO
E
E
SE
NO
E
E
NO
NO
NO
NO
E
E
SO
E
NO
NO
E
E
E
SO
SO
E
E
E
E
NO
E
E
E
SO
E
NO
SO
E
SO
E
E
NO
SO
E
E
NO
E
O
E
NO
NO
E
NO
NO
E
NO
SO
E
E
NO
NO
NO
SO
SO
S
SO
SE
SE
S
E
E
E
E
SE
SE
SE
S
SE
SE
SE
SE
E
O
SO
SO
S
SO
SO
SO
NO
SO
SO
SO
O
E
NO
NO
NO
SO
S
NO
O
NO
E
SO
E
E
NO
NO
NO
O
E
E
E
E
E
E
NO
SO
E
SO
E
SO
E
E
NO
E
E
E
SO
E
E
E
E
SO
NO
E
SO
E
E
SO
E
NO
NO
E
O
E
E
NO
NO
O
E
O
NO
E
NO
NO
E
E
E
E
NO
E
E
E
E
E
O
NO
SO
E
E
SO
E
NO
SO
SO
E
E
NO
E
E
E
E
E
E
SO
E
NO
E
E
NO
E
E
NO
NO
NO
O
E
E
NO
NO
E
NO
NO
E
SO
E
E
NO
SO
E
E
E
E
E
E
NE
E
E
E
E
E
E
E
E
SO
SO
E
E
NO
E
NO
E
E
E
E
NO
E
NO
NO
E
NO
NO
NO
NO
NO
E
NO
E
E
E
SO
O
NO
NO
E
E
NO
E
E
NO
NO
E
E
E
E
SO
E
E
NO
E
E
E
SO
E
SO
E
NO
SO
SO
NO
E
E
E
O
E
NO
NE
E
E
E
NO
E
E
NO
NO
E
O
E
E
E
SO
NO
E
NO
E
E
NO
SO
SO
E
E
NO
O
E
E
E
O
NO
NO
O
NO
E
E
E
NO
E
NO
NO
E
NO
SO
E
SO
NO
E
E
E
E
NO
E
E
E
SO
E
SO
E
SO
E
SO
SO
E
SO
SO
E
E
E
E
NO
E
NO
NO
E
E
E
E
O
E
E
E
NO
NO
E
E
E
SO
NO
NO
NO
NO
E
E
E
E
E
E
E
E
E
E
SO
SO
E
NO
NO
E
SO
E
E
E
E
NO
E
NO
NO
NO
E
E
E
E
E
E
NO
NO
E
NO
E
SO
NO
NO
E
O
NO
O
E
SO
NO
NE
NO
E
NO
SO
E
NO
E
SO
E
E
NO
SO
NO
NO
NO
NE
SO
E
E
E
E
E
E
E
E
N
E
E
SO
E
E
NO
E
NO
E
E
NO
E
E
NE
NO
E
NO
SO
SO
NO
E
E
E
E
E
E
NO
E
NO
E
N
E
SO
E
E
E
SO
E
E
NO
E
E
E
E
E
E
SO
E
E
NO
E
E
E
SO
E
E
NE
E
E
E
O
NO
NO
NO
NO
NO
E
E
NO
NO
NO
SO
E
NO
NO
E
NO
E
E
E
E
SO
NE
E
E
E
NO
E
NO
SE
SO
SO
SO
E
E
NO
E
E
E
E
SO
E
E
O
E
E
E
O
NO
SO
SO
E
NO
SE
NO
E
E
NO
E
E
NO
SO
E
E
NE
NO
E
NO
SO
NO
E
E
E
SO
E
SO
E
SO
E
NO
E
NO
NO
SO
SO
SO
SO
O
O
E
NO
E
E
SO
E
NO
E
NO
E
E
SE
NO
SO
NO
E
O
SO
NO
NO
NO
E
E
E
NO
NO
NO
E
SO
E
E
SO
SO
SO
SO
NO
O
E
NO
SE
O
NO
O
E
O
NO
NO
NO
NO
O
E
NO
E
E
NO
NO
NO
NO
E
NE
E
E
NE
E
NO
NO
NO
E
E
O
E
NE
E
E
E
E
E
SO
SO
E
E
NE
SO
E
E
SO
SO
SO
E
E
SO
O
E
S
O
E
E
NO
NO
NO
O
E
NO
SO
SO
E
E
E
NO
NO
E
E
SO
NO
NO
E
E
NO
SE
NO
E
E
E
E
E
E
E
E
O
E
E
NO
NO
E
E
O
E
E
E
O
NO
O
NO
SO
SO
NO
NO
E
E
E
NO
O
E
E
E
NO
O
NO
O
SO
SO
E
E
NO
E
NO
E
E
NO
E
E
E
NO
SO
SO
E
NO
E
E
E
E
E
NO
NO
SO
SO
SO
E
NO
SO
SO
E
SO
NO
NO
E
E
E
E
NO
NO
E
SO
NO
NO
E
NO
NO
NO
NO
SE
E
NO
NO
NO
E
NO
E
SO
E
NO
E
E
E
NO
NO
O
NO
NO
NO
E
E
NO
SO
E
E
SO
SO
SO
NO
E
E
NO
E
SO
E
E
E
NO
NO
E
E
SO
NO
NO
NO
NO
NO
SO
E
E
NO
SO
E
E
E
E
SO
E
SO
E
SO
E
E
NO
NO
NO
E
E
E
E
E
SO
E
SO
E
E
E
O
NO
SO
E
E
E
NO
SE
NO
O
NO
NO
NO
NO
E
O
NO
E
E
NO
E
E
E
NO
E
O
SO
E
E
E
NO
E
E
E
NO
E
E
E
NO
NE
NO
NO
NO
E
E
E
E
NO
SO
NO
NO
O
E
E
NO
E
NO
SE
E
NE
E
NO
E
E
E
E
E
E
E
NO
NO
E
E
E
SO
E
E
E
E
E
E
E
NO
E
SO
E
E
E
E
SO
SO
SO
E
E
SO
E
SO
E
E
NO
NO
E
NO
E
E
E
E
NO
O
NO
O
O
NO
NO
E
E
NO
E
E
E
NE
E
E
E
NO
E
E
E
SO
E
E
SO
E
E
E
NO
SO
SO
E
E
NO
SO
NO
E
SO
E
E
SO
E
E
E
E
O
SO
E
NO
O
NO
NO
NO
NO
NO
NO
NO
E
E
E
SO
SO
E
NO
E
NO
E
E
NO
E
E
E
SO
SO
SO
E
E
SO
E
E
E
E
E
E
E
E
E
E
NO
NO
E
E
O
SO
NO
NO
NO
NO
E
E
SO
NO
E
NO
E
NO
NO
E
E
SO
E
E
E
NO
NO
SO
SO
E
SO
NO
SO
E
NO
E
NO
NO
E
SO
NO
SO
SO
E
E
NE
NO
E
E
E
E
E
NO
NO
O
O
NO
NO
NO
NO
NO
NO
NO
E
NO
E
E
E
E
E
NO
E
E
E
O
E
E
NO
E
NO
SO
E
E
NO
E
E
E
SO
E
E
E
SO
E
E
E
NO
E
E
NO
NO
NO
O
NO
E
NO
NO
E
NO
E
SO
E
NO
E
E
O
E
O
O
SO
SO
E
E
E
NE
NO
SO
E
SO
NO
E
E
E
SO
E
E
E
NO
SO
E
E
E
NO
E
NO
E
NO
E
SO
E
NO
NO
SE
NO
NO
NO
E
SO
E
NO
E
E
E
E
O
E
NE
SO
E
NO
E
SO
E
NO
E
E
E
NO
SO
SO
SO
E
E
E
E
E
NO
NO
E
E
NO
E
NO
E
SO
E
NO
E
E
O
E
E
NO
SO
NO
NO
NE
E
SO
NO
NO
NO
E
E
NO
NO
E
E
NO
E
SO
SO
E
E
E
E
E
E
E
E
NO
E
NO
E
E
NO
SO
SO
NO
E
E
NO
E
NO
E
E
NO
E
E
NO
O
NE
NO
NO
E
E
E
NO
E
E
E
E
E
NO
E
E
SO
E
NO
E
E
E
E
SO
SO
NO
E
E
SO
SO
E
E
E
SO
E
E
E
E
E
E
E
E
E
NO
NO
O
NO
NE
E
NO
O
E
E
NO
E
NO
E
E
SO
E
SO
E
SO
E
E
E
E
E
E
E
E
SO
E
E
E
E
E
E
NO
E
E
NO
E
NO
E
E
NO
E
SO
O
SO
NO
O
O
E
E
E
E
E
E
E
E
NO
NO
NO
NO
E
NO
NO
E
E
E
E
NO
E
E
E
E
E
E
SO
E
SO
E
NO
E
SO
E
SO
E
E
E
SO
E
E
NO
E
E
E
E
E
E
E
E
NO
NO
NO
E
E
E
NO
E
E
E
SO
NO
E
E
SO
SO
E
SO
E
E
SO
SO
E
E
SO
SO
E
E
SO
E
E
E
E
E
SO
E
E
NO
E
E
NO
NO
NO
SE
NO
NO
E
NO
E
NO
NO
E
NO
NO
NO
E
E
E
NO
E
NO
E
E
E
NO
SO
SO
E
SO
E
SO
NO
SO
E
O
NO
E
E
SO
E
NO
E
SO
E
SO
E
SO
E
E
NO
SO
NO
SO
E
E
SO
E
NO
NO
E
E
NO
E
NO
NO
E
E
E
NO
E
E
SO
SO
NO
SO
NO
NO
E
E
E
E
SO
E
SO
E
E
E
E
NO
NO
NO
E
NO
NO
NO
NO
E
E
NO
E
E
NO
E
E
S
NO
NO
E
E
NO
E
NO
E
E
E
E
E
E
NE
NO
E
NO
E
E
E
NO
E
E
NO
E
E
NO
E
E
NO
NO
SO
SO
NO
E
E
E
E
NO
NO
NO
NO
E
O
NO
E
E
E
E
E
SO
SO
E
E
O
E
E
E
E
E
E
E
S
S
SO
S
E
O
S
S
SE
SE
SO
E
SE
E
S
SO
SO
S
SE
S
SE
E
NO
SO
O
E
NE
E
NO
NO
NO
E
NO
E
E
E
E
E
O
NO
SO
E
SO
SO
SO
SO
S
SO
S
S
SE
S
NO
O
NO
NO
S
O
O
O
S
SO
NE
NO
O
E
NO
O
N
NO
O
N
NE
NO
N
NO
NO
NE
N
NO
N
N
N
O
N
N
NO
N
SO
N
N
SO
SO
E
SO
S
E
NE
N
NE
N
SE
SE
NO
NO
N
N
SE
E
SE
S
S
O
S
O
N
SO
SO
NO
N
NO
N
N
NO
N
N
NO
NO
N
N
NO
N
NE
N
N
NE
N
N
NE
N
SO
NE
N
NE
N
N
NE
N
NE
N
N
N
NO
NE
NE
N
N
O
N
NO
O
N
NO
S
NO
N
N
NO
NO
N
N
NO
N
N
NO
N
N
N
NO
N
NO
N
NO
N
N
NO
N
N
NO
N
N
N
N
N
N
N
NO
N
N
NO
N
NO
NO
NO
N
NE
NO
N
NO
N
O
N
SO
NE
N
NO
NE
N
NO
NO
N
NO
NO
NO
NO
N
N
NO
N
NO
NE
N
E
N
SO
SO
N
N
NO
N
N
N
N
N
N
NO
N
N
N
NO
N
NO
NO
NE
N
NO
N
N
NO
N
O
N
NO
NO
NO
NO
N
N
N
O
NO
N
NO
N
NO
NO
N
NO
N
NO
NO
NO
N
N
NO
N
N
NO
NO
N
N
NO
NO
N
N
N
NO
NO
NO
NO
NE
N
N
NE
N
NE
NO
NO
NO
NO
N
N
NE
NO
N
O
N
NO
N
NO
N
N
N
NO
NO
N
N
N
N
NO
N
N
N
N
NO
NE
N
NO
N
NE
N
NO
NO
N
N
NO
N
N
N
N
NO
N
NO
N
NO
NO
NO
N
NO
NO
N
NO
NO
SO
NO
NO
N
N
SO
NO
NO
NO
N
NO
NO
NO
NO
NO
NE
SO
N
NO
N
N
N
NO
N
NO
N
N
NE
N
N
N
N
NO
N
N
NO
NO
NO
N
N
NO
N
NO
N
NO
NO
SO
N
NO
N
N
NO
N
N
O
NO
E
N
NO
N
NE
NO
N
N
NO
N
NE
N
N
N
N
N
N
NE
N
N
N
N
N
N
N
NO
N
N
NO
N
N
N
N
NO
O
N
N
N
NO
N
NO
N
N
NO
N
N
N
N
N
N
N
N
N
N
N
NO
N
NE
NE
NO
NO
NE
NE
NO
NO
NO
NO
NE
NE
N
NO
N
N
N
N
E
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
O
NE
NO
NO
NO
NO
NE
NO
NO
NO
NO
NO
NO
N
NO
N
NO
N
NE
NO
NO
NO
NO
NO
NO
NE
NO
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NE
NO
NO
O
NO
O
NO
NO
NO
NE
N
NO
O
NO
N
NO
NO
NO
O
NO
NE
NO
NE
NO
NO
O
NO
NO
NO
NO
NO
NO
NO
N
N
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NE
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
N
NE
NO
NO
NO
NO
N
NO
NO
NO
NO
SO
SO
NO
NO
NO
N
NO
N
N
NO
NO
NO
NO
NO
NO
NO
NO
N
NO
NO
NO
NO
NO
NO
NO
N
NO
NO
O
NO
NO
NO
NO
E
SO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
NO
NO
NO
SO
SE
E
O
NO
NO
NO
NO
NO
NO
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
SO
NO
N
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
N
NO
NO
NO
NE
NO
NE
NO
NO
N
NO
NO
O
NO
NO
NO
NO
NO
NE
NO
NO
NO
NO
NO
NE
NE
NO
N
NE
NO
NO
NO
N
NO
NO
NO
NO
NO
NO
NO
NO
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
E
O
NO
O
O
NO
NO
NO
NO
NO
NO
NO
NO
NO
N
NO
NO
O
NO
O
O
NO
NO
O
O
O
O
SO
NE
O
NO
O
O
SO
O
O
O
O
O
O
NO
NO
O
O
NO
NO
O
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
N
N
NO
O
NE
O
O
NO
O
O
NE
NO
O
NO
SO
O
O
NO
O
NO
NO
NO
NO
NO
O
NO
NO
NO
NO
O
NO
O
O
NO
SO
NE
O
O
NO
NO
NO
NO
NO
NO
O
O
NO
NO
NO
O
O
O
O
NO
O
NO
NO
O
N
NE
E
SO
N
S
NO
NO
O
NO
O
O
O
SE
N
O
SE
SE
NO
SE
SO
SE
E
NO
O
S
O
O
O
NO
SO
O
SO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
NO
O
SO
NO
NO
NO
SO
NO
O
NO
NO
NO
NO
O
SO
SO
SO
SO
SO
SO
NO
O
NE
NO
NO
NO
NO
NE
NO
O
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NE
NO
SO
O
NE
NO
NO
NO
NO
NO
NO
NO
NO
E
O
SE
SE
SO
SO
E
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
O
NO
SO
NO
NO
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NE
NE
NO
NE
NO
N
NO
NO
N
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
O
N
O
NO
NO
O
NO
N
NO
NO
NE
NO
NO
NO
NO
NO
NE
NO
NO
NO
O
O
O
O
O
NO
O
O
O
O
O
O
O
NO
O
SE
SE
NE
E
SE
SE
SE
E
S
SE
SE
SE
S
S
SO
NO
SO
NO
O
SO
NO
SO
NO
SO
O
SO
S
S
S
SO
SO
SO
E
NE
NO
SO
NE
O
NO
SO
S
O
S
O
O
S
SO
NO
SE
O
S
SO
S
NE
E
S
SO
SO
S
S
S
O
SO
O
S
SO
S
SO
O
E
SO
S
O
SE
SE
O
O
S
SO
SO
NO
SO
SO
NO
NO
E
SO
O
O
E
O
SO
NO
NO
SO
SO
SO
S
NO
SE
SE
SE
SE
NO
NO
O
S
S
SE
SO
S
SO
SO
S
NO
SO
O
NO
NO
E
E
S
NO
NO
O
NO
NO
NO
N
NO
NO
N
NO
NO
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
SO
NO
O
NO
NO
NO
SO
NO
O
NO
SO
SE
SO
N
O
NO
E
N
NO
NE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NE
NO
NO
SO
O
O
S
O
O
SE
N
O
SO
SE
NO
O
S
SE
S
O
S
SO
SE
S
NO
O
NO
E
NO
S
NO
E
O
NO
SO
O
NE
NE
NO
NO
NE
N
NO
SO
NO
NO
NO
NO
E
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
O
NO
NO
NO
NO
NO
O
NO
O
NE
O
O
O
NO
O
NO
NO
SO
O
SO
O
NO
O
NO
NO
NO
O
NO
NO
NE
NO
NE
NO
NO
O
NO
O
NO
NO
O
O
NE
O
NO
NO
NO
NO
NO
NO
O
NO
NO
O
SO
O
O
O
SO
NO
NO
NO
NO
O
NO
NO
NO
O
NO
O
NO
NO
NO
NO
NO
NO
NO
O
O
NO
O
NO
NO
O
O
O
O
O
O
O
NO
NE
O
NO
O
N
O
O
NO
O
O
NO
NO
NO
NO
NO
NO
NO
N
NO
NO
NO
NO
NO
NO
NO
NO
SO
NO
NO
NO
O
NO
O
NO
NE
NO
NO
O
NO
O
NO
O
NO
O
O
O
NO
NO
O
NO
NO
O
O
O
NO
O
NO
NO
O
NO
O
O
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
NO
NO
O
NO
O
NO
NO
O
NO
NO
NO
O
N
NO
NO
NE
O
O
NO
NO
N
O
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
O
NO
O
O
NO
NO
NO
O
O
NO
O
NO
NO
NO
O
O
NO
NO
O
NO
NO
NO
NO
O
O
NO
O
NO
NO
NO
NO
O
N
NE
NO
NO
NE
NO
O
O
O
NO
N
NO
O
N
O
SO
NO
NO
NO
O
O
NO
NE
O
NO
NO
NO
NO
N
NO
NO
N
NO
NO
NO
SO
NO
NO
NO
O
NE
NO
NO
NO
NO
N
NO
O
NO
NO
NO
O
NO
NO
NO
O
O
N
N
N
O
NO
NO
NO
O
N
O
O
O
O
O
O
NO
NO
O
NO
NO
N
NO
N
NO
N
NO
N
NO
NO
N
NO
NO
NO
NO
NO
O
NO
N
NO
NO
NE
O
O
NO
NO
O
O
SO
SO
O
NO
SO
SO
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
SO
SO
S
S
NO
SO
S
SE
E
E
S
O
NO
SO
SO
SO
E
SE
NE
SO
NO
NO
NE
E
E
NO
O
O
NE
SO
SE
SE
SE
SE
E
SO
NO
NO
O
O
SO
NO
O
S
NO
S
SE
N
NO
S
N
O
E
O
N
N
N
SE
NO
NO
S
NO
NO
NO
S
O
O
NE
NE
NO
NE
SO
SO
SO
NE
NO
NO
NO
SO
NO
NO
NE
NO
O
N
NO
O
NO
S
NO
O
N
N
O
NO
NO
O
NO
NO
NO
NO
N
E
NE
NO
NO
SE
S
S
O
NO
E
E
E
SE
SE
NO
SE
SE
SE
NO
NO
NO
S
NO
NO
NE
N
NO
SO
E
NO
SE
SE
N
NO
NO
NO
NO
SE
SE
SE
SO
NE
NO
O
SO
SO
NO
NO
O
NO
NO
S
NO
O
NO
NE
NO
NO
NO
O
O
O
O
NO
SO
E
N
NE
NO
O
NO
E
E
E
E
NE
SE
SE
SE
SE
SE
SE
SE
SE
O
SE
SE
NE
S
O
O
NO
S
O
O
S
SE
S
SE
SE
O
NO
O
NO
S
SE
N
SO
SO
SE
SE
E
NO
S
SE
N
N
S
SE
SE
SE
SE
O
S
O
O
O
SO
SE
S
SO
E
NO
NO
N
S
S
NO
O
E
N
SE
SE
N
N
NO
S
NO
NO
SO
O
E
SE
E
SE
NO
NO
NO
O
NO
NO
NE
NE
SO
N
N
N
N
N
N
N
SO
SO
SO
S
N
S
NO
N
SO
E
NO
SE
SO
SE
O
O
S
S
S
E
SO
SO
SO
SE
E
NO
E
SO
O
O
NO
NO
NO
NO
SE
NO
NO
SE
NO
NO
NO
NO
NO
NO
NO
NO
NO
NO
SE
NO
SE
NO
NO
NO
SE
S
S
NO
S
NO
NO
O
NE
NO
NO
NO
O
S
NO
O
NO
NO
NO
S
NO
NO
NO
NO
NO
S
SE
S
O
E
E
NE
NE
E
E
E
E
E
E
E
E
E
S
NO
SE
NO
O
O
E
NE
NO
NO
NO
NO
NO
NO
NO
NO
O
NO
NO
O
SE
N
NO
S
SE
SE
S
S
NO
NE
NE
E
NE
NE
O
O
SE
E
NE
E
S
S
S
S
S
S
S
S
SO
SE
SE
SE
NO
S
S
S
S
SE
SE
S
SE
E
E
NO
SO
E
E
N
N
SE
E
S
NO
NO
NO
NE
NE
NE
NE
NO
NE
S
S
NO
NO
NO
NO
NE
NE
NE
NE
NE
NE
NE
NO
SO
SO
SO
SO
SO
SO
NO
O
SO
SO
O
SE
SE
SE
S
SE
SE
SE
SE
NO
NO
NO
NO
NO
SE
SE
NO
SE
NO
NO
SE
NO
SE
NO
SE
SE
NO
NO
NE
NO
NE
NE
NO
NO
NO
NO
NO
NO
NO
S
NE
S
NO
NO
SE
NO
SO
SO
NO
N
N
SO
NO
SO
O
NO
NE
S
S
N
SO
SO
E
SO
NO
O
NO
O
S
NO
NO
NO
E
NE
NO
NE
NE
NE
NE
N
SO
SO
SO
SO
NO
NO
NO
S
SE
SE
N
SE
SE
SE
O
O
NO
SE
NO
NO
SE
NO
NO
NE
NO
O
NO
O
S
NO
NE
O
NO
NO
NO
NE
E
NO
S
NE
O
NO
S
NE
SE
SE
SE
O
SE
NO
SE
NO
O
NO
SO
N
N
SE
SE
SE
SE
SE
NO
SE
SO
SO
SE
E
S
SO
SO
S
SO
SE
O
SO
SE
S
SE
SO
NO
O
NO
NO
NO
S
NO
NO
NO
O
NO
NO
E
S
SE
SE
S
N
NO
S
NE
N
NE
O
NE
N
NO
NO
N
N
N
N
S
O
S
SO
S
NO
O
S
SO
S
NO
SO
O
SO
SO
SE
SO
O
S
E
NO
NO
NE
O
NO
SE
NO
E
SO
E
SE
NO
E
SO
S
S
NO
