Fecha,PORVL18N1,PORVL18N2,PORVL18N3,PORVL18N4,PORVL18_AVERAGE
2018-07-14,0.9733333333333336,0.95875,1.214166666666667,1.2083333333333333,1.0886458333333335
2018-07-15,0.9275000000000002,0.94375,1.1966666666666668,1.2229166666666669,1.0727083333333334
2018-07-16,0.8154166666666666,0.6916666666666665,1.1636000000000002,1.1845833333333335,0.9638166666666668
2018-07-17,0.9183333333333336,0.8666666666666666,1.21375,1.1903846153846152,1.0472836538461539
2018-07-18,0.9595833333333332,0.9470833333333336,1.237916666666667,1.2391666666666663,1.0959375
2018-07-19,0.9820833333333328,0.9841666666666664,1.2616666666666667,1.2708333333333337,1.1246874999999998
2018-07-20,0.9954166666666668,1.0120833333333332,1.2820833333333328,1.295,1.1461458333333332
2018-07-21,1.0095999999999998,1.0485185185185182,1.4020833333333331,1.3287499999999997,1.1972379629629628
2018-07-22,1.0121428571428572,1.0529166666666672,1.4065384615384604,1.3325,1.2010244963369963
2018-07-23,1.0020833333333334,1.0466666666666666,1.41,1.3487500000000006,1.2018750000000002
2018-07-24,1.0154166666666664,1.0741666666666665,1.4135000000000004,1.3779166666666665,1.2202499999999998
2018-07-25,1.0220833333333337,1.0879166666666666,1.3112500000000002,1.3825,1.2009375000000002
2018-07-26,1.0362499999999994,1.1104166666666668,1.3099999999999996,1.3883333333333334,1.21125
2018-07-27,1.0399999999999994,1.1083333333333332,1.3129166666666667,1.4041666666666668,1.2163541666666666
2018-07-28,1.0399999999999994,1.116666666666667,1.3279166666666666,1.4125000000000003,1.2242708333333334
2018-07-29,0.9712500000000004,1.0195833333333335,1.290416666666667,1.3970833333333332,1.1695833333333336
2018-07-30,0.82875,0.85875,1.2420833333333332,1.284166666666667,1.0534375
2018-07-31,0.7624999999999998,0.6245833333333333,1.16,1.0958333333333337,0.9107291666666667
2018-08-01,0.77,0.635,1.16,1.0620833333333333,0.9067708333333333
2018-08-02,0.7504166666666666,0.5220833333333333,1.0796,1.0,0.838025
2018-08-03,0.9033333333333337,0.8095833333333333,1.0075,1.0937500000000004,0.9535416666666668
