Fecha,PORVL16N1,PORVL16N2,PORVL16_AVERAGE
2018-07-19,0.9595833333333332,1.350833333333333,1.1552083333333332
2018-07-20,0.98625,1.3783333333333332,1.1822916666666665
2018-07-21,1.0204166666666663,1.4069230769230772,1.2136698717948717
2018-07-22,1.0099999999999996,1.4279166666666665,1.2189583333333331
2018-07-23,1.0016666666666671,1.4537499999999994,1.2277083333333332
2018-07-24,1.035,1.4817647058823529,1.2583823529411764
2018-07-25,1.0441666666666665,1.568,1.3060833333333333
2018-07-26,1.0649999999999995,1.6016666666666672,1.3333333333333335
2018-07-27,1.0600000000000005,1.6050000000000004,1.3325000000000005
2018-07-28,1.0608333333333335,1.680416666666667,1.3706250000000002
2018-07-29,0.9249999999999998,1.6983333333333337,1.3116666666666668
2018-07-30,0.8249999999999998,1.6850000000000005,1.2550000000000001
2018-07-31,0.765,1.4375000000000002,1.10125
2018-08-01,0.7329166666666665,1.345,1.0389583333333332
2018-08-02,0.7149999999999999,1.0716666666666668,0.8933333333333333
2018-08-03,0.8537499999999997,1.1370833333333332,0.9954166666666664
