,Luz (lux)
5236,23714
5237,34366
5238,25946
5239,28708
5240,21674
5241,20260
5242,15820
5243,15644
5244,8621
5245,4151
5246,984
5247,3
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5259,1
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,1
5269,8
5270,900
5271,4151
5272,3315
5273,10090
5274,7791
5275,7704
5276,17505
5277,30029
5278,28387
5279,41605
5280,41139
5281,29361
5282,27446
5283,34366
5284,50937
5285,43032
5286,16924
5287,21674
5288,34366
5289,20721
5290,36765
5291,27756
5292,14460
5293,4969
5294,1349
5295,3
5296,1
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,3
5318,223
5319,112
5320,142
5321,396
5322,342
5323,524
5324,1165
5325,1766
5326,2589
5327,3587
5328,5257
5329,6436
5330,9866
5331,12777
5332,12635
5333,16548
5334,16363
5335,17703
5336,12493
5337,15469
5338,16548
5339,12777
5340,6732
5341,3169
5342,513
5343,2
5344,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5362,1
5363,1
5364,1
5365,15
5366,996
5367,5816
5368,8242
5369,8917
5370,27756
5371,26536
5372,21674
5373,27756
5374,28387
5375,34366
5376,37601
5377,37180
5378,46035
5379,34755
5380,43518
5381,39775
5382,44508
5383,49247
5384,23186
5385,17703
5386,8621
5387,8524
5388,5198
5389,1786
5390,154
5391,2
5392,1
5393,1
5394,1
5395,1
5396,1
5397,1
5398,1
5399,1
5400,1
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,1
5412,1
5413,22
5414,1786
5415,6084
5416,9647
5417,15644
5418,19810
5419,21919
5420,31410
5421,30368
5422,23714
5423,30368
5424,37180
5425,25085
5426,9327
5427,21919
5428,18938
5429,21674
5430,17309
5431,12079
5432,9432
5433,10554
5434,10554
5435,7283
5436,5316
5437,2503
5438,414
5439,2
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,1
5454,1
5455,1
5456,1
5457,1
5458,1
5459,1
5460,1
5461,11
5462,507
5463,4491
5464,6885
5465,34366
5466,20721
5467,17116
5468,35947
5469,38456
5470,24253
5471,33602
5472,36354
5473,40679
5474,43032
5475,47614
5476,41139
5477,48152
5478,41605
5479,24253
5480,22671
5481,18938
5482,27139
5483,11040
5484,7365
5485,3468
5486,507
5487,2
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,1
5498,1
5499,1
5500,1
5501,1
5502,1
5503,1
5504,1
5505,1
5506,1
5507,1
5508,1
5509,14
5510,1089
5511,4593
5512,11548
5513,16363
5514,13516
5515,22417
5516,18938
5517,20955
5518,33982
5519,35545
5520,46555
5521,43518
5522,42551
5523,49247
5524,32488
5525,48697
5526,45011
5527,42075
5528,8150
5529,22927
5530,13068
5531,8242
5532,2237
5533,743
5534,115
5535,1
5536,1
5537,1
5538,1
5539,1
5540,1
5541,1
5542,1
5543,1
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,1
5556,1
5557,14
5558,1443
5559,5082
5560,11548
5561,26536
5562,23449
5563,19810
5564,27139
5565,25655
5566,30029
5567,31765
5568,38891
5569,28708
5570,44010
5571,48152
5572,50367
5573,48152
5574,14788
5575,9978
5576,5751
5577,5751
5578,12777
5579,10320
5580,3353
5581,1727
5582,379
5583,2
5584,1
5585,1
5586,1
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,1
5594,1
5595,1
5596,1
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,1
5605,14
5606,2930
5607,9119
5608,11419
5609,30029
5610,29693
5611,21919
5612,30712
5613,24253
5614,39775
5615,33602
5616,7041
5617,13980
5618,10320
5619,6963
5620,10674
5621,46035
5622,14788
5623,23449
5624,30029
5625,30712
5626,17116
5627,8242
5628,6582
5629,4391
5630,1053
5631,4
5632,1
5633,1
5634,1
5635,1
5636,1
5637,1
5638,1
5639,1
5640,1
5641,1
5642,1
5643,1
5644,1
5645,1
5646,1
5647,1
5648,1
5649,1
5650,1
5651,1
5652,1
5653,16
5654,2531
5655,6222
5656,9539
5657,13216
5658,14623
5659,17703
5660,23714
5661,20489
5662,24253
5663,32488
5664,36765
5665,43518
5666,35148
5667,46555
5668,24527
5669,48152
5670,52095
5671,48152
5672,48152
5673,23186
5674,40679
5675,33226
5676,6885
5677,1933
5678,21
5679,1
5680,1
5681,1
5682,1
5683,1
5684,1
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,14
5702,920
5703,3710
5704,7041
5705,9432
5706,14298
5707,18517
5708,20034
5709,30029
5710,29693
5711,29693
5712,29361
5713,31059
5714,32855
5715,36765
5716,25085
5717,20489
5718,27139
5719,28070
5720,21919
5721,24253
5722,15820
5723,12354
5724,8917
5725,4804
5726,1192
5727,5
5728,1
5729,1
5730,1
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,1
5749,44
5750,3353
5751,8429
5752,14460
5753,20955
5754,27139
5755,22927
5756,32488
5757,23186
5758,32488
5759,47614
5760,31410
5761,14138
5762,19153
5763,25085
5764,42551
5765,48152
5766,50367
5767,43032
5768,44508
5769,39775
5770,36354
5771,31059
5772,18106
5773,3880
5774,795
5775,3
5776,1
5777,1
5778,1
5779,1
5780,1
5781,1
5782,1
5783,1
5784,1
5785,1
5786,1
5787,1
5788,1
5789,1
5790,1
5791,1
5792,1
5793,1
5794,1
5795,1
5796,1
5797,18
5798,1492
5799,5140
5800,10436
5801,14623
5802,12922
5803,12354
5804,15125
5805,18517
5806,33602
5807,16363
5808,26836
5809,24253
5810,24253
5811,22417
5812,17703
5813,23714
5814,24527
5815,15999
5816,17505
5817,19369
5818,15296
5819,11678
5820,3391
5821,2114
5822,463
5823,2
5824,1
5825,1
5826,1
5827,1
5828,1
5829,1
5830,1
5831,1
5832,1
5833,1
5834,1
5835,1
5836,1
5837,1
5838,1
5839,1
5840,1
5841,1
5842,1
5843,1
5844,1
5845,6
5846,920
5847,2708
5848,9327
5849,17903
5850,16924
5851,22927
5852,22167
5853,28387
5854,32124
5855,35545
5856,35545
5857,37601
5858,40679
5859,45520
5860,42551
5861,33226
5862,53280
5863,43032
5864,17903
5865,5140
5866,4294
5867,2163
5868,1030
5869,822
5870,178
5871,2
5872,1
5873,1
5874,1
5875,1
5876,1
5877,1
5878,1
5879,1
5880,1
5881,1
5882,1
5883,1
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,1
5891,1
5892,1
5893,31
5894,1933
5895,7365
5896,11810
5897,21919
5898,17116
5899,34755
5900,21919
5901,39330
5902,40679
5903,20489
5904,43518
5905,39330
5906,46555
5907,46555
5908,48152
5909,51513
5910,52095
5911,45520
5912,44508
5913,42551
5914,39330
5915,33226
5916,21192
5917,13516
5918,1443
5919,7
5920,1
5921,1
5922,1
5923,1
5924,1
5925,1
5926,1
5927,1
5928,1
5929,1
5930,1
5931,1
5932,1
5933,1
5934,1
5935,1
5936,1
5937,1
5938,1
5939,1
5940,1
5941,8
5942,777
5943,1596
5944,5751
5945,10917
5946,16735
5947,19810
5948,15820
5949,20955
5950,28708
5951,28070
5952,32124
5953,29033
5954,34755
5955,4859
5956,8718
5957,13068
5958,20260
5959,13216
5960,10436
5961,14138
5962,15125
5963,6508
5964,4441
5965,1806
5966,490
5967,2
5968,1
5969,1
5970,1
5971,1
5972,1
5973,1
5974,1
5975,1
5976,1
5977,1
5978,1
5979,1
5980,1
5981,1
5982,1
5983,1
5984,1
5985,1
5986,1
5987,1
5988,1
5989,42
5990,2420
5991,7449
5992,6885
5993,13068
5994,16363
5995,31410
5996,23186
5997,38026
5998,28387
5999,36765
6000,36354
6001,42075
6002,43518
6003,34366
6004,21432
6005,20260
6006,52095
6007,35947
6008,27446
6009,22671
6010,31765
6011,23714
6012,9017
6013,3969
6014,1018
6015,5
6016,1
6017,1
6018,1
6019,1
6020,1
6021,1
6022,1
6023,1
6024,1
6025,1
6026,1
6027,1
6028,1
6029,1
6030,1
6031,1
6032,1
6033,1
6034,1
6035,1
6036,1
6037,26
6038,1192
6039,3099
6040,7449
6041,18517
6042,14298
6043,26536
6044,17116
6045,17116
6046,25946
6047,24805
6048,27446
6049,19588
6050,21192
6051,19588
6052,20260
6053,15820
6054,15644
6055,6222
6056,1233
6057,1427
6058,1868
6059,952
6060,438
6061,258
6062,45
6063,1
6064,1
6065,1
6066,1
6067,1
6068,1
6069,1
6070,1
6071,1
6072,1
6073,1
6074,1
6075,1
6076,1
6077,1
6078,1
6079,1
6080,1
6081,1
6082,1
6083,1
6084,1
6085,40
6086,1806
6087,5082
6088,9432
6089,15999
6090,27446
6091,26239
6092,33226
6093,36354
6094,37601
6095,39330
6096,37180
6097,39775
6098,43032
6099,50937
6100,34366
6101,28070
6102,27446
6103,35545
6104,41139
6105,10795
6106,12777
6107,9756
6108,3880
6109,1233
6110,567
6111,1
6112,1
6113,1
6114,1
6115,1
6116,1
6117,1
6118,1
6119,1
6120,1
6121,1
6122,1
6123,1
6124,1
6125,1
6126,1
6127,1
6128,1
6129,1
6130,1
6131,1
6132,1
6133,25
6134,841
6135,2589
6136,5082
6137,7533
6138,9327
6139,12216
6140,16924
6141,12922
6142,25655
6143,33226
6144,41139
6145,39330
6146,33982
6147,40679
6148,29361
6149,35947
6150,46035
6151,30368
6152,26536
6153,40679
6154,41139
6155,29033
6156,6508
6157,3924
6158,600
6159,3
6160,1
6161,1
6162,1
6163,1
6164,1
6165,1
6166,1
6167,1
6168,1
6169,1
6170,1
6171,1
6172,1
6173,1
6174,1
6175,1
6176,1
6177,1
6178,1
6179,1
6180,1
6181,18
6182,813
6183,5816
6184,10795
6185,15296
6186,18310
6187,25946
6188,25655
6189,22671
6190,15469
6191,8058
6192,21674
6193,15296
6194,14460
6195,15820
6196,25946
6197,22167
6198,18938
6199,19369
6200,15999
6201,13365
6202,9756
6203,7121
6204,4294
6205,1689
6206,370
6207,2
6208,1
6209,1
6210,1
6211,1
6212,1
6213,1
6214,1
6215,1
6216,1
6217,1
6218,1
6219,1
6220,1
6221,1
6222,1
6223,1
6224,1
6225,1
6226,1
6227,1
6228,1
6229,54
6230,2832
6231,5437
6232,5198
6233,9119
6234,19810
6235,25655
6236,33602
6237,39330
6238,32488
6239,32855
6240,40225
6241,38456
6242,46555
6243,50367
6244,23449
6245,20034
6246,22167
6247,44010
6248,16180
6249,13669
6250,11678
6251,9866
6252,9222
6253,6153
6254,2187
6255,10
6256,1
6257,1
6258,1
6259,1
6260,1
6261,1
6262,1
6263,1
6264,1
6265,1
6266,1
6267,1
6268,1
6269,1
6270,1
6271,1
6272,1
6273,1
6274,1
6275,1
6276,1
6277,35
6278,2212
6279,7704
6280,12216
6281,26239
6282,15820
6283,19369
6284,23186
6285,33602
6286,42075
6287,48152
6288,28387
6289,28387
6290,31410
6291,32124
6292,20034
6293,21919
6294,30029
6295,40679
6296,12354
6297,7791
6298,8429
6299,10090
6300,9222
6301,3924
6302,727
6303,6
6304,1
6305,1
6306,1
6307,1
6308,1
6309,1
6310,1
6311,1
6312,1
6313,1
6314,1
6315,1
6316,1
6317,1
6318,1
6319,1
6320,1
6321,1
6322,1
6323,1
6324,1
6325,9
6326,1065
6327,4804
6328,8058
6329,8335
6330,10204
6331,10554
6332,21432
6333,20489
6334,37601
6335,37180
6336,30712
6337,26239
6338,41605
6339,42075
6340,39775
6341,37601
6342,41605
6343,38456
6344,31765
6345,15644
6346,14138
6347,9756
6348,5376
6349,1053
6350,112
6351,1
6352,1
6353,1
6354,1
6355,1
6356,1
6357,1
6358,1
6359,1
6360,1
6361,1
6362,1
6363,1
6364,1
6365,1
6366,1
6367,1
6368,1
6369,1
6370,1
6371,1
6372,1
6373,14
6374,1427
6375,7449
6376,7791
6377,14460
6378,20489
6379,24805
6380,38891
6381,18938
6382,44010
6383,48152
6384,46035
6385,41605
6386,26836
6387,24253
6388,36354
6389,31059
6390,37601
6391,48152
6392,27139
6393,21432
6394,35148
6395,26239
6396,10554
6397,4105
6398,156
6399,3
6400,1
6401,1
6402,1
6403,1
6404,1
6405,1
6406,1
6407,1
6408,1
6409,1
6410,1
6411,1
6412,1
6413,1
6414,1
6415,1
6416,1
6417,1
6418,1
6419,1
6420,1
6421,17
6422,1077
6423,4105
6424,3587
6425,7365
6426,11291
6427,11944
6428,6436
6429,30712
6430,15820
6431,33226
6432,11040
6433,22167
6434,25085
6435,32124
6436,31765
6437,33602
6438,23186
6439,17116
6440,22167
6441,27446
6442,10554
6443,4246
6444,4151
6445,3353
6446,760
6447,5
6448,1
6449,1
6450,1
6451,1
6452,1
6453,1
6454,1
6455,1
6456,1
6457,1
6458,1
6459,1
6460,1
6461,1
6462,1
6463,1
6464,1
6465,1
6466,1
6467,1
6468,1
6469,34
6470,2420
6471,8718
6472,13516
6473,14956
6474,26536
6475,30712
6476,36354
6477,35545
6478,38456
6479,35947
6480,35545
6481,42551
6482,38891
6483,47082
6484,47614
6485,51513
6486,50937
6487,45520
6488,34755
6489,47082
6490,24805
6491,11165
6492,7968
6493,6582
6494,1261
6495,6
6496,1
6497,1
6498,1
6499,1
6500,1
6501,1
6502,1
6503,1
6504,1
6505,1
6506,1
6507,1
6508,1
6509,1
6510,1
6511,1
6512,1
6513,1
6514,1
6515,1
6516,1
6517,36
6518,1459
6519,5561
6520,9539
6521,23449
6522,15644
6523,30029
6524,28708
6525,29033
6526,28070
6527,26536
6528,30712
6529,18727
6530,37180
6531,50937
6532,36354
6533,29693
6534,31765
6535,40679
6536,32124
6537,19153
6538,14623
6539,11548
6540,9222
6541,4294
6542,1030
6543,13
6544,1
6545,1
6546,1
6547,1
6548,1
6549,1
6550,1
6551,1
6552,1
6553,1
6554,1
6555,1
6556,1
6557,1
6558,1
6559,1
6560,1
6561,1
6562,1
6563,1
6564,1
6565,12
6566,2237
6567,14460
6568,16548
6569,16924
6570,23186
6571,25085
6572,22167
6573,19588
6574,21674
6575,33226
6576,33982
6577,31410
6578,27756
6579,30368
6580,33226
6581,23449
6582,35947
6583,23449
6584,13980
6585,11419
6586,9432
6587,7879
6588,8150
6589,4342
6590,743
6591,6
6592,1
6593,1
6594,1
6595,1
6596,1
6597,1
6598,1
6599,1
6600,1
6601,1
6602,1
6603,1
6604,1
6605,1
6606,1
6607,1
6608,1
6609,1
6610,1
6611,1
6612,1
6613,24
6614,1053
6615,2801
6616,10795
6617,18106
6618,30029
6619,28708
6620,16363
6621,30029
6622,40679
6623,46035
6624,44508
6625,29361
6626,25369
6627,23449
6628,23714
6629,46555
6630,23714
6631,30368
6632,48152
6633,17903
6634,11291
6635,6153
6636,8917
6637,5257
6638,147
6639,2
6640,1
6641,1
6642,1
6643,1
6644,1
6645,1
6646,1
6647,1
6648,1
6649,1
6650,1
6651,1
6652,1
6653,1
6654,1
6655,1
6656,1
6657,1
6658,1
6659,1
6660,1
6661,49
6662,2864
6663,6963
6664,11165
6665,8429
6666,19588
6667,13365
6668,22417
6669,24253
6670,30368
6671,32124
6672,27139
6673,35148
6674,44010
6675,24527
6676,25369
6677,23714
6678,50937
6679,21192
6680,22927
6681,42551
6682,31059
6683,28708
6684,7704
6685,2832
6686,1007
6687,10
6688,1
6689,1
6690,1
6691,1
6692,1
6693,1
6694,1
6695,1
6696,1
6697,1
6698,4491
6699,5140
6700,3241
6701,1766
6702,3710
6703,2618
6704,2021
6705,3547
6706,5198
6707,5561
6708,5498
6709,10204
6710,15125
6711,14956
6712,1543
6713,7283
6714,4593
6715,1977
6716,261
6717,1
6718,1
6719,1
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,1
6729,1
6730,1
6731,1
6732,1
6733,1
6734,1
6735,1
6736,1
6737,1
6738,1
6739,216
6740,6656
6741,7201
6742,10554
6743,11165
6744,9119
6745,21432
6746,15644
6747,17903
6748,27139
6749,25946
6750,47614
6751,41139
6752,43032
6753,33982
6754,47082
6755,49804
6756,53280
6757,41605
6758,38456
6759,30029
6760,20721
6761,18310
6762,13824
6763,5623
6764,769
6765,2
6766,1
6767,1
6768,1
6769,1
6770,1
6771,1
6772,1
6773,1
6774,1
6775,1
6776,1
6777,1
6778,1
6779,1
6780,1
6781,1
6782,1
6783,1
6784,1
6785,1
6786,1
6787,130
6788,2738
6789,4542
6790,8817
6791,10917
6792,9222
6793,15999
6794,6293
6795,4804
6796,11810
6797,7533
6798,14460
6799,31059
6800,29693
6801,35148
6802,49247
6803,50937
6804,35148
6805,36765
6806,33602
6807,27446
6808,23449
6809,20260
6810,11291
6811,5140
6812,438
6813,2
6814,1
6815,1
6816,1
6817,1
6818,1
6819,1
6820,1
6821,1
6822,1
6823,1
6824,1
6825,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,1
6833,1
6834,1
6835,94
6836,1065
6837,7365
6838,14138
6839,16363
6840,18727
6841,19153
6842,19810
6843,32124
6844,31765
6845,26536
6846,27139
6847,13824
6848,33982
6849,19153
6850,18727
6851,16548
6852,30712
6853,25946
6854,20260
6855,32488
6856,19153
6857,21432
6858,11419
6859,4105
6860,338
6861,1
6862,1
6863,1
6864,1
6865,1
6866,1
6867,1
6868,1
6869,1
6870,1
6871,1
6872,1
6873,1
6874,1
6875,1
6876,1
6877,1
6878,1
6879,1
6880,1
6881,1
6882,1
6883,92
6884,1708
6885,3710
6886,8621
6887,8150
6888,12493
6889,14138
6890,17505
6891,20721
6892,26836
6893,22671
6894,38456
6895,32855
6896,26536
6897,28708
6898,24253
6899,33226
6900,46035
6901,22417
6902,36765
6903,35545
6904,25369
6905,20489
6906,10917
6907,5816
6908,672
6909,2
6910,1
6911,1
6912,1
6913,1
6914,1
6915,1
6916,1
6917,1
6918,1
6919,1
6920,1
6921,1
6922,1
6923,1
6924,1
6925,1
6926,1
6927,1
6928,1
6929,1
6930,1
6931,29
6932,1102
6933,2067
6934,8524
6935,14138
6936,13980
6937,23714
6938,31765
6939,7121
6940,15820
6941,24805
6942,31765
6943,36765
6944,25946
6945,25369
6946,16363
6947,6885
6948,3547
6949,6153
6950,3924
6951,5498
6952,4804
6953,1848
6954,1670
6955,1561
6956,273
6957,2
6958,1
6959,1
6960,1
6961,1
6962,1
6963,1
6964,1
6965,1
6966,1
6967,1
6968,1
6969,1
6970,1
6971,1
6972,1
6973,1
6974,1
6975,1
6976,1
6977,1
6978,1
6979,124
6980,2366
6981,8242
6982,26239
6983,28070
6984,37601
6985,25369
6986,23982
6987,45011
6988,43518
6989,46035
6990,28708
6991,30029
6992,23714
6993,29033
6994,45520
6995,44010
6996,49247
6997,33602
6998,16548
6999,40679
7000,18310
7001,8817
7002,10204
7003,5025
7004,743
7005,1
7006,1
7007,1
7008,1
7009,1
7010,1
7011,1
7012,1
7013,1
7014,1
7015,1
7016,1
7017,1
7018,1
7019,1
7020,1
7021,1
7022,1
7023,1
7024,1
7025,1
7026,1
7027,67
7028,2832
7029,3099
7030,9756
7031,17703
7032,27756
7033,27139
7034,24253
7035,7879
7036,13216
7037,23186
7038,38891
7039,40225
7040,26536
7041,32855
7042,42551
7043,33982
7044,39775
7045,43032
7046,35545
7047,22417
7048,14298
7049,9119
7050,6656
7051,1954
7052,276
7053,2
7054,1
7055,1
7056,1
7057,1
7058,1
7059,1
7060,1
7061,1
7062,1
7063,1
7064,1
7065,1
7066,1
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7073,1
7074,1
7075,9
7076,302
7077,1670
7078,3391
7079,2212
7080,14298
7081,5025
7082,9978
7083,7704
7084,17703
7085,25369
7086,16180
7087,20955
7088,22927
7089,13824
7090,30712
7091,20721
7092,23982
7093,23186
7094,22417
7095,11678
7096,8150
7097,2237
7098,1492
7099,1139
7100,258
7101,1
7102,1
7103,1
7104,1
7105,1
7106,1
7107,1
7108,1
7109,1
7110,1
7111,1
7112,1
7113,1
7114,1
7115,1
7116,1
7117,1
7118,1
7119,1
7120,1
7121,1
7122,1
7123,104
7124,3837
7125,8242
7126,7704
7127,7121
7128,10674
7129,11810
7130,11810
7131,33226
7132,39330
7133,33226
7134,26836
7135,34366
7136,32488
7137,26836
7138,18106
7139,23186
7140,24253
7141,14460
7142,9756
7143,6885
7144,7618
7145,4751
7146,1999
7147,752
7148,141
7149,2
7150,1
7151,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,1
7166,1
7167,1
7168,1
7169,1
7170,1
7171,99
7172,2475
7173,6656
7174,10320
7175,11944
7176,14788
7177,13516
7178,22417
7179,25655
7180,27446
7181,27139
7182,11810
7183,36765
7184,48697
7185,48697
7186,30029
7187,12777
7188,49804
7189,51513
7190,8150
7191,5751
7192,3468
7193,1578
7194,513
7195,209
7196,86
7197,1
7198,1
7199,1
7200,1
7201,1
7202,1
7203,1
7204,1
7205,1
7206,1
7207,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,1
7216,1
7217,1
7218,1
7219,75
7220,2163
7221,5498
7222,10204
7223,12354
7224,13516
7225,24253
7226,23714
7227,28070
7228,34755
7229,33982
7230,43032
7231,48697
7232,25369
7233,47614
7234,45011
7235,49804
7236,49804
7237,51513
7238,45520
7239,41139
7240,33226
7241,28387
7242,18727
7243,10917
7244,1219
7245,7
7246,1
7247,1
7248,1
7249,1
7250,1
7251,1
7252,1
7253,1
7254,1
7255,1
7256,1
7257,1
7258,1
7259,1
7260,1
7261,1
7262,1
7263,1
7264,1
7265,1
7266,1
7267,54
7268,1178
7269,6582
7270,11040
7271,21674
7272,27756
7273,29361
7274,25369
7275,12635
7276,9327
7277,16548
7278,25946
7279,25085
7280,14298
7281,19153
7282,38891
7283,50367
7284,53280
7285,47614
7286,24527
7287,39775
7288,15296
7289,6364
7290,1651
7291,316
7292,10
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,1
7301,1
7302,1
7303,1
7304,1
7305,1
7306,1
7307,1
7308,1
7309,1
7310,1
7311,1
7312,1
7313,1
7314,1
7315,73
7316,1233
7317,5257
7318,7791
7319,8817
7320,7879
7321,21432
7322,35947
7323,29361
7324,32488
7325,40225
7326,31059
7327,43518
7328,42075
7329,38456
7330,46555
7331,35148
7332,34366
7333,30712
7334,26536
7335,21919
7336,16363
7337,9756
7338,7201
7339,3710
7340,283
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,1
7348,1
7349,1
7350,1
7351,1
7352,1
7353,1
7354,1
7355,1
7356,1
7357,1
7358,1
7359,1
7360,1
7361,1
7362,1
7363,52
7364,2340
7365,6508
7366,12635
7367,20489
7368,27139
7369,31765
7370,32124
7371,29033
7372,37180
7373,35947
7374,39775
7375,28387
7376,43032
7377,38891
7378,47614
7379,50367
7380,46035
7381,39330
7382,44010
7383,23449
7384,14138
7385,3064
7386,1364
7387,574
7388,159
7389,2
7390,1
7391,1
7392,1
7393,1
7394,1
7395,1
7396,1
7397,1
7398,1
7399,1
7400,1
7401,1
7402,1
7403,1
7404,1
7405,1
7406,1
7407,1
7408,1
7409,1
7410,1
7411,52
7412,2366
7413,7618
7414,7365
7415,7041
7416,37601
7417,29033
7418,25655
7419,27139
7420,27446
7421,30029
7422,29361
7423,34366
7424,48697
7425,47614
7426,48152
7427,45011
7428,47614
7429,27756
7430,22167
7431,36765
7432,31410
7433,21674
7434,19369
7435,5561
7436,1152
7437,6
7438,1
7439,1
7440,1
7441,1
7442,1
7443,1
7444,1
7445,1
7446,1
7447,1
7448,1
7449,1
7450,1
7451,1
7452,1
7453,1
7454,1
7455,1
7456,1
7457,1
7458,1
7459,107
7460,3099
7461,4859
7462,14138
7463,6656
7464,13824
7465,11548
7466,18310
7467,25369
7468,31410
7469,23714
7470,28708
7471,35947
7472,21674
7473,7791
7474,14956
7475,12922
7476,13669
7477,13216
7478,21432
7479,19588
7480,10436
7481,5140
7482,2930
7483,2393
7484,760
7485,4
7486,1
7487,1
7488,1
7489,1
7490,1
7491,1
7492,1
7493,1
7494,1
7495,1
7496,1
7497,1
7498,1
7499,1
7500,1
7501,1
7502,1
7503,1
7504,1
7505,1
7506,1
7507,41
7508,433
7509,2678
7510,2801
7511,7879
7512,16180
7513,12354
7514,19588
7515,17116
7516,14138
7517,9222
7518,14788
7519,23714
7520,35148
7521,31059
7522,28708
7523,21919
7524,23186
7525,22927
7526,27756
7527,29361
7528,23714
7529,18727
7530,10795
7531,4859
7532,1030
7533,5
7534,1
7535,1
7536,1
7537,1
7538,1
7539,1
7540,1
7541,1
7542,1
7543,1
7544,1
7545,1
7546,1
7547,1
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,61
7556,3391
7557,5949
7558,5257
7559,9222
7560,11944
7561,9432
7562,12493
7563,22167
7564,37601
7565,24527
7566,38026
7567,39330
7568,46035
7569,44508
7570,46555
7571,47614
7572,29693
7573,38891
7574,24253
7575,15820
7576,11291
7577,8242
7578,1509
7579,555
7580,73
7581,1
7582,1
7583,1
7584,1
7585,1
7586,1
7587,1
7588,1
7589,1
7590,1
7591,1
7592,1
7593,1
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,86
7604,1543
7605,6656
7606,11678
7607,20034
7608,22927
7609,23186
7610,17116
7611,39330
7612,26239
7613,38026
7614,46035
7615,44010
7616,45520
7617,47082
7618,46555
7619,45520
7620,30712
7621,46035
7622,45520
7623,43032
7624,41605
7625,27446
7626,16363
7627,12493
7628,1848
7629,12
7630,1
7631,1
7632,1
7633,1
7634,1
7635,1
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,1
7648,1
7649,1
7650,1
7651,15
7652,443
7653,1561
7654,4751
7655,6508
7656,8621
7657,11678
7658,7968
7659,9222
7660,15469
7661,22167
7662,24527
7663,36765
7664,32488
7665,38456
7666,32855
7667,23982
7668,29361
7669,27756
7670,23714
7671,28387
7672,34755
7673,24527
7674,17505
7675,14298
7676,1999
7677,10
7678,1
7679,1
7680,1
7681,1
7682,1
7683,1
7684,1
7685,1
7686,1
7687,1
7688,1
7689,1
7690,1
7691,1
7692,1
7693,1
7694,1
7695,1
7696,1
7697,1
7698,1
7699,83
7700,1651
7701,5882
7702,9017
7703,16180
7704,13068
7705,17703
7706,24527
7707,19369
7708,22927
7709,23186
7710,24527
7711,33982
7712,42075
7713,32124
7714,30712
7715,20955
7716,26836
7717,30712
7718,35148
7719,38456
7720,12777
7721,10204
7722,4542
7723,4151
7724,1077
7725,7
7726,1
7727,1
7728,1
7729,1
7730,1
7731,1
7732,1
7733,1
7734,1
7735,1
7736,1
7737,1
7738,1
7739,1
7740,1
7741,1
7742,1
7743,1
7744,1
7745,1
7746,1
7747,49
7748,1275
7749,5140
7750,9978
7751,14460
7752,20955
7753,16363
7754,37180
7755,23186
7756,32124
7757,40679
7758,44010
7759,21192
7760,26239
7761,44508
7762,16735
7763,4198
7764,8524
7765,10795
7766,12493
7767,12216
7768,10436
7769,8150
7770,3837
7771,594
7772,323
7773,4
7774,1
7775,1
7776,1
7777,1
7778,1
7779,1
7780,1
